id,title,open_state,url,time_left_to_submission,submission_period_dates,themes,prize_amount,registrations_count,featured,organization_name,winners_announced
7428,Audio and Acoustic Signal Processing 2018,ended,https://aasp2018.devpost.com/,Ended,"Dec 12 - 16, 2018",[],$<span data-currency-value>0</span>,25,False,,False
7178,Hackea por una Causa,ended,https://hackeaporunacausa.devpost.com/,Ended,"Oct 21, 2018",[],"$<span data-currency-value>5,000</span>",25,False,,False
7162,"Women's Hackathon @ CSUSM October 20, 2018",ended,https://womenshackathon-csusm-oct2018.devpost.com/,Ended,"Oct 20, 2018",[],$<span data-currency-value>260</span>,25,False,,False
5924,Qolty's Digital Health Challenge,ended,https://qolty-challenge.devpost.com/,Ended,"Oct 06, 2018",[],$<span data-currency-value>0</span>,25,False,,False
6670,SRC Code,ended,https://src-code.devpost.com/,Ended,"Sep 08 - 09, 2018",[],"$<span data-currency-value>19,828</span>",25,False,,False
5852,Anything Is Possible ,ended,https://anything-is-possible.devpost.com/,Ended,"Jan 12 - 14, 2018",[],$<span data-currency-value>100</span>,25,False,,False
5887,Hackadrone 2018,ended,https://hackadrone-2018-5887.devpost.com/,Ended,"Dec 26, 2017 - Jan 10, 2018",[],$<span data-currency-value>3</span>,25,False,,False
5565,EnergyFuture Hack,ended,https://energyfuturehacksydney.devpost.com/,Ended,"Oct 06 - 07, 2017",[],$<span data-currency-value>0</span>,25,False,,False
4814,ESE350 Embedded Systems (spring 2017),ended,https://ese350s17.devpost.com/,Ended,"Feb 25 - May 15, 2017",[],$<span data-currency-value>0</span>,25,False,,False
4445,Techfugees Brisbane 2017,ended,https://techfugeesbne2017.devpost.com/,Ended,"Mar 16 - 19, 2017",[],$<span data-currency-value>600</span>,25,False,,False
4850,Doctors Without Borders Hackathon: Shareholder Activism,ended,https://doctorswithoutborders.devpost.com/,Ended,"Mar 10 - 12, 2017",[],$<span data-currency-value>0</span>,25,False,,False
3952,Coders Of The Caribbean,ended,https://codersofthecaribbean2016.devpost.com/,Ended,"Jul 17, 2016",[],"$<span data-currency-value>20,000</span>",25,False,,False
3706,2016 NASA International Space Apps Challenge Boston,ended,https://2016-isac-boston.devpost.com/,Ended,"Apr 23 - 24, 2016",[],$<span data-currency-value>0</span>,25,False,,False
2612,Hackamano,ended,https://hackamano.devpost.com/,Ended,"Feb 27 - 28, 2016",[],$<span data-currency-value>0</span>,25,False,,False
3095,Halloween Blockchain Hackathon,ended,https://bcu-halloween-blockchain-hack.devpost.com/,Ended,"Oct 30 - Nov 01, 2015","[{'id': 1, 'name': 'Blockchain'}]","$<span data-currency-value>2,750</span>",25,False,,False
2130,CSES Project of the Month (March '15),ended,https://prom-march2015.devpost.com/,Ended,"Mar 15 - Apr 01, 2015",[],$<span data-currency-value>750</span>,25,False,,False
1364,Social Good Hacks,ended,https://socialgoodhacks.devpost.com/,Ended,"Jan 31 - Feb 14, 2015",[],$<span data-currency-value>240</span>,25,False,,False
1788,BCA - Local Hack Day,ended,https://localhackdaybca.devpost.com/,Ended,"Dec 06, 2014",[],$<span data-currency-value>0</span>,25,False,,False
1569,Asteroid Hackathon,ended,https://asteroidhackathon.devpost.com/,Ended,"Oct 25, 2014",[],"$<span data-currency-value>1,500</span>",25,False,,False
18887,Sickathon - SIC Hackathon,ended,https://sic-x-streamlit-hackathon.devpost.com/,Ended,"Sep 21 - 29, 2023","[{'id': 19, 'name': 'Education'}, {'id': 6, 'name': 'Machine Learning/AI'}, {'id': 23, 'name': 'Beginner Friendly'}]",$<span data-currency-value>42</span>,54,False,Streamlit,True
18793,FADI Computer Science Club's First Hackathon,ended,https://cs-club-hackathon.devpost.com/,Ended,"Aug 05 - 09, 2023","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 18, 'name': 'Design'}, {'id': 25, 'name': 'Web'}]",$<span data-currency-value>0</span>,54,False,FADI COMPUTER SCIENCE CLUB,False
13279,Data & AI Hackathon,ended,https://data-ai-hackathon.devpost.com/,Ended,"Sep 18 - 20, 2021","[{'id': 19, 'name': 'Education'}, {'id': 6, 'name': 'Machine Learning/AI'}, {'id': 23, 'name': 'Beginner Friendly'}]",$<span data-currency-value>0</span>,54,False,Zealand Academy ,False
12406,FinTech HACKATHON 2021,ended,https://fintech-hackathon-2021.devpost.com/,Ended,"Apr 23 - 25, 2021","[{'id': 3, 'name': 'Fintech'}]","$<span data-currency-value>10,000</span>",54,False,Tekwill,False
18502,Epson Innovation Challenge #2,ended,https://epson-innovation-challenge.devpost.com/,Ended,"Jul 12 - 20, 2023","[{'id': 6, 'name': 'Machine Learning/AI'}, {'id': 22, 'name': 'Open Ended'}, {'id': 11, 'name': 'Productivity'}]","$<span data-currency-value>10,997</span>",53,False,Foundry 415 Innovation Group,False
16596,HACK-O-TOPIA 2022,ended,https://hack-o-topia-2022.devpost.com/,Ended,"Nov 12, 2022 - Jan 07, 2023","[{'id': 19, 'name': 'Education'}, {'id': 7, 'name': 'IoT'}, {'id': 12, 'name': 'Lifehacks'}]","$<span data-currency-value>3,750</span>",53,False,Polytechnic College Suriname (PTC),False
15608,HackAppleton,ended,https://hackappleton.devpost.com/,Ended,"Sep 24, 2022","[{'id': 19, 'name': 'Education'}, {'id': 13, 'name': 'Social Good'}]","$<span data-currency-value>3,500</span>",53,False,The Appleton Youth Education Initiative,False
16251,MedHacks 2022,ended,https://medhacks22.devpost.com/,Ended,"Sep 09 - 11, 2022","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 18, 'name': 'Design'}, {'id': 16, 'name': 'Health'}]",$<span data-currency-value>0</span>,53,False,Johns Hopkins,False
15405,Veersa Hackathon,ended,https://veersa-hackathon.devpost.com/,Ended,"Apr 29 - May 04, 2022","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 19, 'name': 'Education'}, {'id': 16, 'name': 'Health'}]","₹ <span data-currency-value>40,000</span>",53,False,Veersa Technologies,False
15223,hackBCA VI,ended,https://hackbca-vi.devpost.com/,Ended,"Apr 02, 2022","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 19, 'name': 'Education'}, {'id': 22, 'name': 'Open Ended'}]",$<span data-currency-value>0</span>,53,False,Bergen County Academies,False
15028,International Women's Day 22,ended,https://international-women-s-day-22.devpost.com/,Ended,"Mar 24 - 26, 2022","[{'id': 12, 'name': 'Lifehacks'}, {'id': 26, 'name': 'Mobile'}, {'id': 25, 'name': 'Web'}]",$<span data-currency-value>690</span>,53,False,WTM Algiers ,False
14633,KSU Fashion Tech Hackathon 2022,ended,https://ksu-fth-2022.devpost.com/,Ended,"Jan 28 - 30, 2022","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 18, 'name': 'Design'}, {'id': 13, 'name': 'Social Good'}]","$<span data-currency-value>3,000</span>",53,False,TechStyleLAB,False
14311,Tech Day '22,ended,https://cm-internal-hack.devpost.com/,Ended,"Dec 16 - 19, 2021","[{'id': 23, 'name': 'Beginner Friendly'}]","₹ <span data-currency-value>100,000</span>",53,False,codemantra,False
11333,SLO Hacks Lite,ended,https://slo-hacks-lite.devpost.com/,Ended,"Jan 23 - 24, 2021","[{'id': 4, 'name': 'Gaming'}]","$<span data-currency-value>1,300</span>",53,False,,False
10222,VikeHacks 2020,ended,https://vikehacks-2020.devpost.com/,Ended,"Jun 20 - 21, 2020","[{'id': 13, 'name': 'Social Good'}, {'id': 14, 'name': 'COVID-19'}]",$<span data-currency-value>500</span>,24,False,,False
9548,TDA PY02 - Final Presentation,ended,https://tdapy02.devpost.com/,Ended,"Feb 20 - 21, 2020","[{'id': 11, 'name': 'Productivity'}]",$<span data-currency-value>0</span>,24,False,,False
8780,OSHHACK 7 [2019-2020] ,ended,https://oshhack7.devpost.com/,Ended,"Oct 17 - 24, 2019",[],$<span data-currency-value>0</span>,24,False,,False
8325,Bankathon #7 Prague,ended,https://bankathon-7-prague.devpost.com/,Ended,"Sep 24 - 26, 2019","[{'id': 1, 'name': 'Blockchain'}, {'id': 3, 'name': 'Fintech'}]","€<span data-currency-value>75,000</span>",24,False,,False
8247,AbbVie IR HackVie 2019,ended,https://abbvie-ir-hackvie-2019.devpost.com/,Ended,"Jun 24 - 27, 2019",[],$<span data-currency-value>0</span>,24,False,,False
7997,Hack Appleton ,ended,https://hack-appleton.devpost.com/,Ended,"Apr 07, 2019",[],"$<span data-currency-value>1,200</span>",24,False,,False
6688,DoraHacks - Blockchain For Future Hackathon,ended,https://dorahacks-blockchain-hackathon.devpost.com/,Ended,"Jun 26 - 27, 2018","[{'id': 1, 'name': 'Blockchain'}]","$<span data-currency-value>40,000</span>",24,False,,False
6185,Hack HSV,ended,https://hackhsvii.devpost.com/,Ended,"Feb 24, 2018",[],"$<span data-currency-value>3,500</span>",24,False,,False
5188,hackMHS IV,ended,https://hackmhs.devpost.com/,Ended,"May 27 - 28, 2017",[],$<span data-currency-value>0</span>,24,False,,False
4705,The RPMA Omegathon & Wizard Battle,ended,https://rpma-omegathon.devpost.com/,Ended,"Feb 10 - 17, 2017",[],$<span data-currency-value>315</span>,24,False,,False
4195,Seattle VR Hackathon IV - Fall 2016,ended,https://seattle-vr-hackathon-iv.devpost.com/,Ended,"Sep 17 - 18, 2016",[],"$<span data-currency-value>2,700</span>",24,False,,False
3928,DO!Hack 2016,ended,https://dohack-2016.devpost.com/,Ended,"Jul 16 - 17, 2016",[],$<span data-currency-value>910</span>,24,False,,False
3434,Hack-For-Good,ended,https://hackforgood.devpost.com/,Ended,"Mar 04 - 06, 2016",[],$<span data-currency-value>0</span>,24,False,,False
3474,StrathHACK,ended,https://strathhack16.devpost.com/,Ended,"Feb 20 - 21, 2016",[],"$<span data-currency-value>1,923</span>",24,False,,False
2030,THack @ ITB Berlin travel hackathon,ended,https://thack-berlin-2015.devpost.com/,Ended,"Feb 28 - Mar 01, 2015",[],"€<span data-currency-value>3,000</span>",24,False,,False
1666,"Hack for Big Choices - Guadalajara, México",ended,https://hackguadalajara.devpost.com/,Ended,"Jan 29 - Feb 01, 2015",[],$<span data-currency-value>0</span>,24,False,,False
17591,1st OMIS Department Data Visualization Competition,ended,https://1st-omis-data-viz-competition.devpost.com/,Ended,"Mar 20 - Apr 29, 2023","[{'id': 20, 'name': 'E-commerce/Retail'}, {'id': 19, 'name': 'Education'}, {'id': 21, 'name': 'Enterprise'}]",$<span data-currency-value>400</span>,52,False,Northern Illinois University,False
17756,Global Hack Week: Social Good Day 5,ended,https://ghw-social-good-day-5.devpost.com/,Ended,"Mar 10 - 11, 2023","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 22, 'name': 'Open Ended'}, {'id': 13, 'name': 'Social Good'}]",$<span data-currency-value>0</span>,52,False,Major League Hacking,False
17652,Luna Hacks  : Software Engineering ,ended,https://luna-hacks-swe.devpost.com/,Ended,"Feb 25, 2023","[{'id': 6, 'name': 'Machine Learning/AI'}, {'id': 26, 'name': 'Mobile'}, {'id': 25, 'name': 'Web'}]",$<span data-currency-value>0</span>,52,False,Luna Hacks,False
17422,Global Hack Week: AI/ML Week Day 4,ended,https://ghw-ai-ml-week-day-4.devpost.com/,Ended,"Feb 09 - 10, 2023","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 17, 'name': 'Low/No Code'}, {'id': 6, 'name': 'Machine Learning/AI'}]",$<span data-currency-value>0</span>,52,False,Major League Hacking,False
16618,iCUBE_2.0,ended,https://icube.devpost.com/,Ended,"Oct 30 - Nov 07, 2022","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 11, 'name': 'Productivity'}, {'id': 6, 'name': 'Machine Learning/AI'}]","₹ <span data-currency-value>100,000</span>",52,False,SVCE Science Club,False
14653,TeFi Alpha Hack #1: Buenos Aires,ended,https://tefi-alpha-hack-1-buenos-aires.devpost.com/,Ended,"May 27 - 29, 2022","[{'id': 1, 'name': 'Blockchain'}, {'id': 3, 'name': 'Fintech'}]",$<span data-currency-value>0</span>,52,False,TeFi Alpha,False
14776,HackFest 2022,ended,https://hackfest2022.devpost.com/,Ended,"May 09 - 16, 2022","[{'id': 19, 'name': 'Education'}, {'id': 13, 'name': 'Social Good'}, {'id': 23, 'name': 'Beginner Friendly'}]",$<span data-currency-value>0</span>,52,False,Google Developer Student Clubs @PSBA,False
10686,Exquisite (Hackathon) - XINO 2020,ended,https://exquisite-2020.devpost.com/,Ended,"Aug 12 - 14, 2020",[],₹ <span data-currency-value>0</span>,23,False,,False
8825,Action.ML,ended,https://action-ml.devpost.com/,Ended,"Oct 26 - 27, 2019","[{'id': 6, 'name': 'Machine Learning/AI'}]","$<span data-currency-value>2,600</span>",23,False,,False
8569,Florida Citrus Sports Collegiate Innovation Challenge,ended,https://fcs-innovation-challenge.devpost.com/,Ended,"Oct 26, 2019",[],"$<span data-currency-value>12,000</span>",23,False,,False
8158,Salt Category Submission,ended,https://salt-category-submission.devpost.com/,Ended,"May 21 - 22, 2019","[{'id': 4, 'name': 'Gaming'}]",$<span data-currency-value>0</span>,23,False,,False
8082,EarthxHack India 2019,ended,https://earthxhack19-india.devpost.com/,Ended,"Apr 27 - 28, 2019",[],₹ <span data-currency-value>0</span>,23,False,,False
8058,HackTogether,ended,https://hacktogether19.devpost.com/,Ended,"Apr 20, 2019",[],$<span data-currency-value>0</span>,23,False,,False
7565,Rice's Inaugural Datathon,ended,https://rice-s-inaugural-datathon.devpost.com/,Ended,"Jan 25 - 26, 2019",[],"$<span data-currency-value>4,250</span>",23,False,,False
6907,IBM AI Enterprise Eduthon Munich,ended,https://ai-eduthon.devpost.com/,Ended,"Sep 27 - 28, 2018",[],$<span data-currency-value>0</span>,23,False,,False
6912,New York sextech hackathon,ended,https://futureofsex.devpost.com/,Ended,"Aug 24 - 26, 2018",[],"$<span data-currency-value>15,500</span>",23,False,,False
6867,MisinfoCon DC,ended,https://misinfocondc2018.devpost.com/,Ended,"Aug 06 - 08, 2018",[],$<span data-currency-value>0</span>,23,False,,False
6132,SaintsHack,ended,https://saintshack2018.devpost.com/,Ended,"Apr 28 - 29, 2018",[],"$<span data-currency-value>1,420</span>",23,False,,False
6172,3Hack,ended,https://3hack.devpost.com/,Ended,"Feb 18, 2018",[],$<span data-currency-value>0</span>,23,False,Microsoft,False
5608,Build to Learn,ended,https://buildtolearn.devpost.com/,Ended,"Oct 07, 2017",[],$<span data-currency-value>0</span>,23,False,,False
5035,Cal VRathon,ended,https://calvrathon.devpost.com/,Ended,"Apr 29 - May 01, 2017",[],$<span data-currency-value>800</span>,23,False,,False
4894,GuelphHACKS,ended,https://guelphhacks.devpost.com/,Ended,"Mar 12, 2017",[],"$<span data-currency-value>7,000</span>",23,False,,False
3170,HackPSU Fall 2015,ended,https://hackpsu-fall-2015.devpost.com/,Ended,"Nov 08, 2015",[],$<span data-currency-value>0</span>,23,False,,False
1804,Penn Play Game Jam 2015,ended,https://pennplay.devpost.com/,Ended,"Mar 29, 2015",[],"$<span data-currency-value>2,220</span>",23,False,,False
1991,Advancio Internal Hack Day - 02072015,ended,https://advanciohackday.devpost.com/,Ended,"Feb 07 - 11, 2015",[],"$<span data-currency-value>1,000,100</span>",23,False,,False
18627,Hack-GPT Edmonton's LLM Hackathon,ended,https://gpt-edmonton-llm-hackathon.devpost.com/,Ended,"Jul 22 - 23, 2023","[{'id': 6, 'name': 'Machine Learning/AI'}, {'id': 11, 'name': 'Productivity'}, {'id': 25, 'name': 'Web'}]","$CAD<span data-currency-value>3,000</span>",51,False,PLACE,False
16979,2023 NIU Business Olympics - Mobile Idea App Competition,ended,https://niu-bo-23-mobile-idea-app.devpost.com/,Ended,"Jan 19 - Mar 04, 2023","[{'id': 18, 'name': 'Design'}, {'id': 26, 'name': 'Mobile'}, {'id': 13, 'name': 'Social Good'}]","$<span data-currency-value>1,500</span>",51,False,Northern Illinois University,False
17218,CISSA Summerhack 2023,ended,https://cissa-summerhack-2023.devpost.com/,Ended,"Feb 03 - 12, 2023","[{'id': 2, 'name': 'DevOps'}, {'id': 23, 'name': 'Beginner Friendly'}, {'id': 22, 'name': 'Open Ended'}]","$<span data-currency-value>1,000</span>",51,False,CISSA,False
16283,Global Hack Week September Day 5,ended,https://ghw-september-day-5.devpost.com/,Ended,"Sep 14 - 15, 2022","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 22, 'name': 'Open Ended'}, {'id': 13, 'name': 'Social Good'}]",$<span data-currency-value>0</span>,51,False,Major League Hacking,False
16265,Global Hack Week September Day 3,ended,https://ghw-september-day-3.devpost.com/,Ended,"Sep 12 - 13, 2022","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 22, 'name': 'Open Ended'}, {'id': 13, 'name': 'Social Good'}]",$<span data-currency-value>0</span>,51,False,Major League Hacking,False
14921,MakeSPP 2022,ended,https://makespp-2022.devpost.com/,Ended,"Apr 08 - 09, 2022","[{'id': 23, 'name': 'Beginner Friendly'}]","$<span data-currency-value>3,000</span>",51,False,makespp,False
14884,"Motor City Hack on Mobility, Health and Well-being",ended,https://motor-city-hack.devpost.com/,Ended,"May 04 - Dec 15, 2022","[{'id': 16, 'name': 'Health'}, {'id': 11, 'name': 'Productivity'}, {'id': 13, 'name': 'Social Good'}]",$<span data-currency-value>0</span>,50,False,Wayne State University,False
15502,Innohack: Indo Germany Hackathon,ended,https://innohack2022.devpost.com/,Ended,"May 27 - 29, 2022","[{'id': 16, 'name': 'Health'}, {'id': 22, 'name': 'Open Ended'}, {'id': 13, 'name': 'Social Good'}]","₹ <span data-currency-value>1,600,000</span>",50,False,Amal Jyothi College of Engineering,False
9195,PlatHacks,ended,https://plathacks.devpost.com/,Ended,"Apr 25, 2020","[{'id': 6, 'name': 'Machine Learning/AI'}, {'id': 7, 'name': 'IoT'}, {'id': 13, 'name': 'Social Good'}]",$<span data-currency-value>0</span>,22,False,,False
9296,CLEVER Company,ended,https://clever-factory.devpost.com/,Ended,"Feb 03 - Mar 31, 2020","[{'id': 5, 'name': 'AR/VR'}, {'id': 6, 'name': 'Machine Learning/AI'}, {'id': 11, 'name': 'Productivity'}]","€<span data-currency-value>5,300</span>",22,False,,False
9208,A-Z Hacks,ended,https://a-z-hacks.devpost.com/,Ended,"Feb 22, 2020","[{'id': 5, 'name': 'AR/VR'}, {'id': 6, 'name': 'Machine Learning/AI'}, {'id': 9, 'name': 'Cybersecurity'}]","$<span data-currency-value>7,180</span>",22,False,,False
9495,DooleyHacks,ended,https://dooleyhacks.devpost.com/,Ended,"Feb 22, 2020",[],$<span data-currency-value>360</span>,22,False,,False
9084,QuHacks 2019,ended,https://quhacks2019.devpost.com/,Ended,"Dec 14, 2019",[],$<span data-currency-value>282</span>,22,False,,False
8951,YCP Hacks 2019,ended,https://ycp-hacks-2019.devpost.com/,Ended,"Nov 15 - 17, 2019","[{'id': 2, 'name': 'DevOps'}, {'id': 11, 'name': 'Productivity'}, {'id': 13, 'name': 'Social Good'}]",$<span data-currency-value>400</span>,22,False,,False
8220,ConsenSys Grants NYC,ended,https://consensys-grants-nyc.devpost.com/,Ended,"Jul 20 - 21, 2019","[{'id': 1, 'name': 'Blockchain'}]","$<span data-currency-value>3,000</span>",22,False,,False
7239,InsomniHack 2018,ended,https://insomnihack2018.devpost.com/,Ended,"Nov 09 - 10, 2018",[],"$<span data-currency-value>1,400</span>",22,False,,False
6978,ETHIOHACKS 5th Series ,ended,https://ethiohacks-v.devpost.com/,Ended,"Oct 22 - 23, 2018",[],$<span data-currency-value>0</span>,22,False,,False
6709,Hackvie 2018,ended,https://hackvie-2018.devpost.com/,Ended,"Jun 26 - 28, 2018",[],$<span data-currency-value>0</span>,22,False,,False
6215,ArdsleyHacks,ended,https://ardsleyhacks.devpost.com/,Ended,"May 12, 2018",[],$<span data-currency-value>0</span>,22,False,,False
6244,HackRice 7.5,ended,https://hackrice7-5.devpost.com/,Ended,"Mar 02 - 03, 2018",[],"$<span data-currency-value>3,000</span>",22,False,,False
6210,HackHERS 2018,ended,https://hackhers-2018.devpost.com/,Ended,"Feb 25, 2018",[],"$<span data-currency-value>2,020</span>",22,False,,False
6103,hackWHS,ended,https://hackwhs.devpost.com/,Ended,"Feb 03, 2018",[],"$<span data-currency-value>6,000</span>",22,False,,False
5912,NEM Global Hackathon 2017,ended,https://nem-global-hackathon-2017-5912.devpost.com/,Ended,"Dec 06, 2017 - Jan 28, 2018",[],$<span data-currency-value>0</span>,22,False,,False
5705,Techfugees Sydney 2017,ended,https://techfugess-au-sydney-2017-5705.devpost.com/,Ended,"Oct 27 - 28, 2017",[],"$<span data-currency-value>15,000</span>",22,False,,False
4712,She Makes,ended,https://shemakes.devpost.com/,Ended,"Jun 13 - Jul 20, 2017",[],$<span data-currency-value>0</span>,22,False,,False
5087,Legal Tech Hackathon,ended,https://legal-tech-hackathon.devpost.com/,Ended,"Jun 02 - 04, 2017",[],"$<span data-currency-value>9,000</span>",22,False,,False
5042,Duke Men's Basketball Hackathon,ended,https://dukemensbasketball-hackathon.devpost.com/,Ended,"Apr 15 - May 31, 2017",[],$<span data-currency-value>0</span>,22,False,,False
4958,#HackFosterCare Los Angeles,ended,https://hackfostercarela.devpost.com/,Ended,"Apr 28 - 29, 2017",[],$<span data-currency-value>0</span>,22,False,,False
4670,BlockHack SF,ended,https://blockhack-sf.devpost.com/,Ended,"Mar 24 - 26, 2017","[{'id': 1, 'name': 'Blockchain'}]","$<span data-currency-value>1,000</span>",22,False,,False
4783,Future of Sports Technology at Microsoft Reactor 2017,ended,https://future-of-sports-technology.devpost.com/,Ended,"Feb 18 - 19, 2017",[],"$<span data-currency-value>55,649</span>",22,False,Microsoft,False
3962,Hacks for Humanity 2016,ended,https://hacks-for-humanity-2016-3962.devpost.com/,Ended,"Oct 08 - 09, 2016",[],$<span data-currency-value>0</span>,22,False,,False
3884,The Take Off Hackathon,ended,https://the-take-off-3884.devpost.com/,Ended,"Jul 07 - 08, 2016",[],"$<span data-currency-value>25,000</span>",22,False,,False
3721,"AI, Robotics & Drones Hackathon - Stanford University",ended,https://cybersecurity-hackathon-3721.devpost.com/,Ended,"Jun 24 - 26, 2016",[],"$<span data-currency-value>300,000</span>",22,False,,False
3512,RowdyHacks,ended,https://rowdyhacks.devpost.com/,Ended,"Apr 08 - 09, 2016",[],"$<span data-currency-value>1,792</span>",22,False,,False
3378,Fruit Fly Brain Hackathon 2016,ended,https://fruit-fly-brain.devpost.com/,Ended,"Mar 17 - 18, 2016",[],$<span data-currency-value>0</span>,22,False,,False
3414,Oakland Hacks,ended,https://ohacks.devpost.com/,Ended,"Feb 20 - 27, 2016",[],"$<span data-currency-value>1,960</span>",22,False,,False
2895,Hack Cancer 2015,ended,https://hack-cancer-2015.devpost.com/,Ended,"Oct 02 - 03, 2015",[],"$<span data-currency-value>3,000</span>",22,False,,False
2034,"Women's Hackathon CSU San Marcos April 25, 2015",ended,https://csusmhackathonspring2015.devpost.com/,Ended,"Apr 25, 2015",[],$<span data-currency-value>498</span>,22,False,,False
1348,IIMB App for Governance,ended,https://iimbappforgovernance.devpost.com/,Ended,"Aug 09 - 10, 2014",[],"$<span data-currency-value>1,135</span>",22,False,,False
1179,Hacking Journalism,ended,https://hackingjournalism.devpost.com/,Ended,"Jun 07 - 08, 2014",[],$<span data-currency-value>0</span>,22,False,,False
19284,Boston University Welcome Back MiniHack,ended,https://spark-minihack.devpost.com/,Ended,"Oct 07, 2023","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 13, 'name': 'Social Good'}, {'id': 25, 'name': 'Web'}]","$<span data-currency-value>1,250</span>",49,False,Boston University Spark!,False
18124,SPARKS Designathon 2023,ended,https://sparks-designathon-2023.devpost.com/,Ended,"Apr 14 - 16, 2023","[{'id': 10, 'name': 'Communication'}, {'id': 18, 'name': 'Design'}, {'id': 26, 'name': 'Mobile'}]",$<span data-currency-value>40</span>,49,False,Wellesley in Product,False
17663,IveyHacks,ended,https://iveyhacks.devpost.com/,Ended,"Mar 12 - 18, 2023","[{'id': 19, 'name': 'Education'}, {'id': 22, 'name': 'Open Ended'}, {'id': 25, 'name': 'Web'}]","$CAD<span data-currency-value>3,150</span>",49,False,Ivey Business School,False
17398,Public Financial Management Hackathon 2023 By IMF,ended,https://yemenpfmhackathon.devpost.com/,Ended,"Feb 02 - 28, 2023","[{'id': 10, 'name': 'Communication'}, {'id': 28, 'name': 'Databases'}, {'id': 3, 'name': 'Fintech'}]","$<span data-currency-value>6,350</span>",49,False,BOLT,False
16214,CodeDAO Web3 Hackathon,ended,https://codedao-web3-hackathon.devpost.com/,Ended,"Oct 15 - 22, 2022","[{'id': 1, 'name': 'Blockchain'}, {'id': 25, 'name': 'Web'}, {'id': 26, 'name': 'Mobile'}]","$<span data-currency-value>26,572</span>",49,False,CYFS&CodeDAO,False
14701,SCSE TechFest 2022,ended,https://scse-techfest-22.devpost.com/,Ended,"Feb 23 - 24, 2022","[{'id': 23, 'name': 'Beginner Friendly'}]",$<span data-currency-value>0</span>,49,False,NTU SCSE,False
14571,Exun 2021-22 Build - Hackathon,ended,https://exun-build-hack.devpost.com/,Ended,"Jan 13 - 18, 2022","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 18, 'name': 'Design'}, {'id': 25, 'name': 'Web'}]",₹ <span data-currency-value>0</span>,49,False,"Delhi Public School, R.K. Puram",False
12717,Hack The Bot,ended,https://hack-the-bot-12717.devpost.com/,Ended,"May 19 - 22, 2021","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 6, 'name': 'Machine Learning/AI'}, {'id': 25, 'name': 'Web'}]",$<span data-currency-value>0</span>,49,False,GDG Algiers,False
11695,PatriotHacks - 14 Days of Code,ended,https://patriothacks-hh.devpost.com/,Ended,"Jan 14 - 16, 2021",[],"$<span data-currency-value>3,000</span>",49,False,,False
10109,Hack-4-Mugello,ended,https://hack-4-mugello.devpost.com/,Ended,"May 30 - 31, 2020","[{'id': 10, 'name': 'Communication'}, {'id': 11, 'name': 'Productivity'}, {'id': 12, 'name': 'Lifehacks'}]",€<span data-currency-value>0</span>,21,False,,False
7918,HackHunterdon ,ended,https://hackhunterdon.devpost.com/,Ended,"Jun 08 - 09, 2019",[],"$<span data-currency-value>7,000</span>",21,False,,False
8055,E-bloc Climate Change Challenge,ended,https://e-bloc-ccc.devpost.com/,Ended,"May 03 - 13, 2019",[],$<span data-currency-value>0</span>,21,False,,False
8042,DS3 Datathon - Traffic Dataset,ended,https://ds3datathon-dataset2.devpost.com/,Ended,"Apr 20, 2019",[],"$<span data-currency-value>1,200</span>",21,False,,False
7701,Hack HW,ended,https://hack-hw.devpost.com/,Ended,"Feb 16 - 17, 2019",[],"$<span data-currency-value>1,580</span>",21,False,,False
7608,McWiCS Hackathon 2019,ended,https://mcwics-hackathon-2019.devpost.com/,Ended,"Feb 09 - 10, 2019",[],$CAD<span data-currency-value>840</span>,21,False,,False
7316,HackUSU 2018,ended,https://hackusu-2018.devpost.com/,Ended,"Nov 16 - 17, 2018",[],"$<span data-currency-value>1,000</span>",21,False,,False
6950,Distributed: Health Blockchain Hackathon 2018,ended,https://distributed-health-hack.devpost.com/,Ended,"Nov 03 - 04, 2018","[{'id': 1, 'name': 'Blockchain'}]","$<span data-currency-value>10,000</span>",21,False,,False
6765,NYCHacks,ended,https://nychacks.devpost.com/,Ended,"Aug 11, 2018",[],$<span data-currency-value>0</span>,21,False,,False
6567,Hack-til-Dawn: Detroit Launch Event,ended,https://hack-til-dawn-detroit.devpost.com/,Ended,"May 12 - 19, 2018","[{'id': 1, 'name': 'Blockchain'}]","$<span data-currency-value>36,615</span>",21,False,,False
6538,HackDelft 2018,ended,https://delft.devpost.com/,Ended,"Apr 29, 2018",[],$<span data-currency-value>520</span>,21,False,,False
6197,InnovateIT 2018,ended,https://innovateit2018.devpost.com/,Ended,"Mar 02 - 03, 2018",[],$<span data-currency-value>100</span>,21,False,,False
