id,title,open_state,url,time_left_to_submission,registrations_count,featured,organization_name,start_date,end_date,5_AR/VR,23_Beginner Friendly,11_Productivity,6_Machine Learning/AI,2_DevOps,25_Web,21_Enterprise,22_Open Ended,28_Databases,10_Communication,7_IoT,17_Low/No Code,19_Education,4_Gaming,13_Social Good,1_Blockchain,16_Health,9_Cybersecurity,3_Fintech,26_Mobile,18_Design,15_Music/Art,27_Robotic Process Automation,12_Lifehacks,14_COVID-19,20_E-commerce/Retail,24_Quantum,8_Voice skills
17422,Global Hack Week: AI/ML Week Day 4,closed,https://ghw-ai-ml-week-day-4.devpost.com/,0 days left,52,False,Major League Hacking,"Feb 09, 2023","Feb 10, 2023",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16618,iCUBE_2.0,upcoming,https://icube.devpost.com/,37 days left,52,False,SVCE Science Club,"Oct 30, 2023","Nov 07, 2023",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14653,TeFi Alpha Hack #1: Buenos Aires,closed,https://tefi-alpha-hack-1-buenos-aires.devpost.com/,0 days left,52,False,TeFi Alpha,"May 27, 2023","May 28, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
14776,HackFest 2022,closed,https://hackfest2022.devpost.com/,0 days left,52,False,Google Developer Student Clubs @PSBA,"May 09, 2023","May 16, 2023",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8825,Action.ML,upcoming,https://action-ml.devpost.com/,26 days left,23,False,,"Oct 26, 2023","Oct 27, 2023",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8158,Salt Category Submission,closed,https://salt-category-submission.devpost.com/,0 days left,23,False,,"May 21, 2023","May 22, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18627,Hack-GPT Edmonton's LLM Hackathon,closed,https://gpt-edmonton-llm-hackathon.devpost.com/,0 days left,51,False,PLACE,"Jul 22, 2023","Jul 23, 2023",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16979,2023 NIU Business Olympics - Mobile Idea App Competition,closed,https://niu-bo-23-mobile-idea-app.devpost.com/,0 days left,51,False,Northern Illinois University,"Jan 19, 2023","Mar 04, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
17218,CISSA Summerhack 2023,closed,https://cissa-summerhack-2023.devpost.com/,0 days left,51,False,CISSA,"Feb 03, 2023","Feb 12, 2023",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16283,Global Hack Week September Day 5,closed,https://ghw-september-day-5.devpost.com/,0 days left,51,False,Major League Hacking,"Sep 14, 2023","Sep 15, 2023",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16265,Global Hack Week September Day 3,closed,https://ghw-september-day-3.devpost.com/,0 days left,51,False,Major League Hacking,"Sep 12, 2023","Sep 13, 2023",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14921,MakeSPP 2022,closed,https://makespp-2022.devpost.com/,0 days left,51,False,makespp,"Apr 08, 2023","Apr 09, 2023",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14884,"Motor City Hack on Mobility, Health and Well-being",open,https://motor-city-hack.devpost.com/,75 days left,50,False,Wayne State University,"May 04, 2023","Dec 15, 2023",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15502,Innohack: Indo Germany Hackathon,closed,https://innohack2022.devpost.com/,0 days left,50,False,Amal Jyothi College of Engineering,"May 27, 2023","May 28, 2023",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9195,PlatHacks,open,https://plathacks.devpost.com/,91 days left,22,False,,"Apr 25, 2023",,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9296,CLEVER Company,closed,https://clever-factory.devpost.com/,0 days left,22,False,,"Feb 03, 2023","Mar 31, 2023",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9208,A-Z Hacks,open,https://a-z-hacks.devpost.com/,91 days left,22,False,,"Feb 22, 2023",,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8951,YCP Hacks 2019,upcoming,https://ycp-hacks-2019.devpost.com/,47 days left,22,False,,"Nov 15, 2023","Nov 17, 2023",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8220,ConsenSys Grants NYC,closed,https://consensys-grants-nyc.devpost.com/,0 days left,22,False,,"Jul 20, 2023","Jul 21, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19284,Boston University Welcome Back MiniHack,upcoming,https://spark-minihack.devpost.com/,91 days left,49,False,Boston University Spark!,"Oct 07, 2023",,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18124,SPARKS Designathon 2023,closed,https://sparks-designathon-2023.devpost.com/,0 days left,49,False,Wellesley in Product,"Apr 14, 2023","Apr 16, 2023",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
17663,IveyHacks,closed,https://iveyhacks.devpost.com/,0 days left,49,False,Ivey Business School,"Mar 12, 2023","Mar 18, 2023",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17398,Public Financial Management Hackathon 2023 By IMF,closed,https://yemenpfmhackathon.devpost.com/,0 days left,49,False,BOLT,"Feb 02, 2023","Feb 28, 2023",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16214,CodeDAO Web3 Hackathon,upcoming,https://codedao-web3-hackathon.devpost.com/,21 days left,49,False,CYFS&CodeDAO,"Oct 15, 2023","Oct 22, 2023",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
14701,SCSE TechFest 2022,closed,https://scse-techfest-22.devpost.com/,0 days left,49,False,NTU SCSE,"Feb 23, 2023","Feb 24, 2023",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14571,Exun 2021-22 Build - Hackathon,closed,https://exun-build-hack.devpost.com/,0 days left,49,False,"Delhi Public School, R.K. Puram","Jan 13, 2023","Jan 18, 2023",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12717,Hack The Bot,closed,https://hack-the-bot-12717.devpost.com/,0 days left,49,False,GDG Algiers,"May 19, 2023","May 22, 2023",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10109,Hack-4-Mugello,closed,https://hack-4-mugello.devpost.com/,0 days left,21,False,,"May 30, 2023","May 31, 2023",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6950,Distributed: Health Blockchain Hackathon 2018,upcoming,https://distributed-health-hack.devpost.com/,34 days left,21,False,,"Nov 03, 2023","Nov 04, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6567,Hack-til-Dawn: Detroit Launch Event,closed,https://hack-til-dawn-detroit.devpost.com/,0 days left,21,False,,"May 12, 2023","May 19, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19268,SPARKATHON,open,https://sparkathon-19268.devpost.com/,3 days left,48,False,,"Sep 28, 2023","Oct 04, 2023",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
18975,CyberForge: Innovate. Code. Transform.,closed,https://cyberforge.devpost.com/,0 days left,48,False,SRM Institute of Science and Technology,"Sep 12, 2023","Sep 16, 2023",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19047,Singathon,closed,https://singathon.devpost.com/,0 days left,48,False,BuildingBloCS,"Sep 05, 2023","Sep 07, 2023",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17685,Micro Hack 2023,open,https://micro-hack-2023.devpost.com/,91 days left,48,False,Micro Club,"Mar 04, 2023",,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11228,HackAttack,upcoming,https://syde-bme.devpost.com/,38 days left,48,False,,"Nov 07, 2023","Nov 08, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
18985,AI for Good Hackathon [Postponed],closed,https://2023ai4goodhackathon.devpost.com/,0 days left,47,False,Florida Data Science for Good,"Sep 22, 2023","Sep 24, 2023",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18157,ESE5160 Spring 2023,closed,https://ese5160-spring-2023.devpost.com/,0 days left,47,False,Upenn,"Apr 18, 2023","May 10, 2023",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17161,HackFest'23 - Hack The Future ,closed,https://hackfest-23.devpost.com/,0 days left,47,False,"MMMUT , Gorakhpur","Jan 10, 2023","Feb 05, 2023",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10421,Stouffville Codeathon,closed,https://stouffvillecodeathon.devpost.com/,0 days left,20,False,,"Jul 20, 2023","Jul 27, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10544,Hack In ,closed,https://hack-in.devpost.com/,0 days left,20,False,,"Jul 25, 2023","Jul 26, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8917,Games4SocialImpact,upcoming,https://games4socialimpact.devpost.com/,41 days left,20,False,,"Nov 08, 2023","Nov 11, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8781,Kijiji Internal Hackathon,upcoming,https://kijijihack.devpost.com/,36 days left,20,False,,"Oct 17, 2023","Nov 06, 2023",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8224,Blocuementa Art #Blockathon,closed,https://blocumenta-blockathon2019.devpost.com/,0 days left,20,False,,"Jun 14, 2023","Jun 16, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19478,WQCC x IBM Quantum Qiskit Fall Fest Hackathon,upcoming,https://wqcc-fall-fest.devpost.com/,23 days left,46,False,Wisconsin Quantum Computing Club,"Oct 21, 2023","Oct 24, 2023",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19447,Hack the Wave,upcoming,https://hack-the-wave.devpost.com/,91 days left,46,False,Hack Club,"Oct 21, 2023",,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18866,Interchain Hackathon,closed,https://interchain.devpost.com/,0 days left,46,False,Interchain Friends,"Sep 08, 2023","Sep 09, 2023",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18055,hackMISSO Spring 2023,closed,https://hackmisso-sp2023.devpost.com/,0 days left,46,False,MISSO,"Apr 07, 2023","Apr 09, 2023",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17795,DawsCon 2023 Data Journalism Challenge,closed,https://dawscon2023.devpost.com/,0 days left,46,False,Dawson College,"Mar 25, 2023","Mar 26, 2023",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17134,Global Hack Week: Beginners Week Day 5,closed,https://ghw-beginners-week-day-5.devpost.com/,0 days left,46,False,Major League Hacking,"Jan 13, 2023","Jan 14, 2023",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16652,Devfest Ikot-Ekpene 2022,upcoming,https://devfest-ikot-ekpene-2022.devpost.com/,65 days left,46,False,GDG Ikot-Ekpene,"Nov 22, 2023","Dec 05, 2023",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16240,Technama '22 Hackathon,closed,https://technama-22-hackathon.devpost.com/,0 days left,46,False,VIT Bhopal University,"Sep 08, 2023","Sep 11, 2023",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15426,Martin High School 4th Annual Hackathon,closed,https://hackmhs-2022.devpost.com/,0 days left,46,False,Martin High School,"May 14, 2023","May 15, 2023",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12840,Hack-a-Solution,closed,https://hack-a-solution.devpost.com/,0 days left,46,False,Hack-a-Solution,"Jul 30, 2023","Jul 31, 2023",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9547,Hack Internal,closed,https://hack-internal-w22.devpost.com/,0 days left,19,False,ACM Hack at UCLA,"Feb 21, 2023","Mar 04, 2023",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9531,The Artificial Intelligence & Deep Learning Hackathon 2020,closed,https://theaidlhackathon.devpost.com/,0 days left,19,False,,"Mar 06, 2023","Mar 08, 2023",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8729,Zoohackathon Finland,upcoming,https://zoohackathon-finland.devpost.com/,40 days left,19,False,,"Nov 09, 2023","Nov 10, 2023",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15244,CSUEB MESA Hackathon,closed,https://csueb-mesa-hackathon.devpost.com/,0 days left,45,False,"California State University, East Bay","Jun 03, 2023","Jun 05, 2023",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15594,SchoolHacks,open,https://school-hacks.devpost.com/,91 days left,45,False,SchoolHacks,"Jun 04, 2023",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
15105,PCV Prize Competition,closed,https://pcv-prize-competition.devpost.com/,0 days left,45,False,Penn Climate Ventures,"Mar 25, 2023","Apr 16, 2023",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15218,Flutter Festival,closed,https://flutter-festival.devpost.com/,0 days left,45,False,GDG Algiers,"Apr 04, 2023","Apr 07, 2023",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15002,Innerve 6,closed,https://innerve-6.devpost.com/,0 days left,45,False,OSS Club,"Mar 10, 2023","Mar 20, 2023",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
14202,DevFest Algiers 2021 Hackathon,upcoming,https://devfest-algiers-2021-hackathon.devpost.com/,50 days left,45,False,GDG Algiers,"Nov 15, 2023","Nov 20, 2023",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12477,BIO-ALL Hackathon | The Bio-Health & Pandemic Solution Challenge ,closed,https://bio-all-hackathon.devpost.com/,0 days left,45,False,Bio-All Project,"May 27, 2023","May 28, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12535,IQuest Internal Hack II,closed,https://iquest-internal-hack-ii.devpost.com/,0 days left,45,False,Innovators Quest,"Apr 23, 2023","Apr 24, 2023",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12282,FOC - Conversiones,closed,https://foc-conversiones.devpost.com/,0 days left,45,False,TEC Costa Rica,"Mar 15, 2023","Mar 18, 2023",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19292,DevFest Eket 2023 - Ecosolutions,upcoming,https://devfesteket23.devpost.com/,20 days left,44,False,GDG Eket,"Oct 01, 2023","Oct 21, 2023",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17754,Global Hack Week: Social Good Day 3,closed,https://ghw-social-good-day-3.devpost.com/,0 days left,44,False,Major League Hacking,"Mar 08, 2023","Mar 09, 2023",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17633,HackUDC,open,https://hackudc.devpost.com/,91 days left,44,False,GPUL,"Feb 25, 2023",,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17160,HackLBS,open,https://hacklbs2023.devpost.com/,91 days left,44,False,LBS Entrepeneurship Club,"Jan 28, 2023",,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16728,D3 Hackathon,upcoming,https://d3-hackathon.devpost.com/,44 days left,44,False,IIIT-Bh,"Nov 08, 2023","Nov 14, 2023",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14664,FemmeHacks,open,https://femmehacks-14664.devpost.com/,91 days left,44,False,others,"Feb 12, 2023",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13390,Case-O-Heist,closed,https://case-o-heist.devpost.com/,0 days left,44,False,Model Club B.I.T Sindri,"Aug 21, 2023","Sep 01, 2023",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12752,Open Innovation Cloutathon for Students,closed,https://bitclout.devpost.com/,0 days left,44,False,DigitalCPR,"May 24, 2023","Jun 20, 2023",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10924,HackMIT 2020,open,https://hackmit-2020.devpost.com/,91 days left,18,False,,"Sep 20, 2023",,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479,2nd Annual Ithaca College code{a}thon,upcoming,https://ithacacollege.devpost.com/,26 days left,18,False,,"Oct 26, 2023","Oct 27, 2023",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8512,AI Hack Tunisia 2019 Sept 20-22,closed,https://ai-hack-tunisia.devpost.com/,0 days left,18,False,,"Sep 04, 2023","Sep 16, 2023",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7939,SURGE Bangkok,closed,https://surge-bangkok.devpost.com/,0 days left,18,False,,"May 25, 2023","May 26, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6267,NYC Blockchain Hack,open,https://nyc-blockchain-hack.devpost.com/,91 days left,18,False,,"Mar 31, 2023",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17852,Bee Hacks,closed,https://beehacks.devpost.com/,0 days left,43,False,Pixel,"Mar 25, 2023","Mar 26, 2023",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16829,Helpful Engineering Building Infrastructure Resiliency Hackathon 2023,closed,https://helpful-q1-2023-infra.devpost.com/,0 days left,43,False,Helpful Engineering,"Mar 17, 2023","Mar 25, 2023",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15347,Hack4Green,closed,https://hack4green-minsait.devpost.com/,0 days left,43,False,Minsait Brasil,"May 04, 2023","May 28, 2023",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15485,Veersa Hackathon,closed,https://veersa-abes-hackathon.devpost.com/,0 days left,43,False,Veersa Technologies,"May 10, 2023","May 17, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12204,SoftTech Hack ,closed,https://softtech-hack.devpost.com/,0 days left,43,False,Anand International,"Mar 07, 2023","Mar 20, 2023",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9415,4th World Blockchain Hackathon,closed,https://4th-world-blockchain-hackathon.devpost.com/,0 days left,17,False,,"Feb 28, 2023","Mar 01, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
9230,SageHack,closed,https://sagehack.devpost.com/,0 days left,17,False,,"Jan 17, 2023","Jan 18, 2023",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8423,DG Hack 01,open,https://dghack01.devpost.com/,91 days left,17,False,,"Sep 14, 2023",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19374,Hack-SA,upcoming,https://hacksa-19374.devpost.com/,23 days left,42,False,Association for Computing Machinery ,"Oct 23, 2023","Oct 24, 2023",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18429,SICK Solution Hackathon,closed,https://sick-solution-hackathon.devpost.com/,0 days left,42,False,SICK,"May 28, 2023","May 31, 2023",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17049,Hackathon X,closed,https://x-hackathon.devpost.com/,0 days left,42,False,X Coin,"Dec 30, 2023","Feb 01, 2023",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16091,ClayHack 2022,open,https://clayhack-2022.devpost.com/,91 days left,42,False,BrickHack,"Sep 03, 2023",,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13277,Frontend Hack,closed,https://frontend-hack.devpost.com/,0 days left,42,False,GDG Samarkand,"Aug 06, 2023","Aug 09, 2023",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13149,Synaptic Hacks,closed,https://synaptic-hacks.devpost.com/,0 days left,42,False,Simply Neuroscience,"Jul 30, 2023","Aug 01, 2023",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19056,Product-thon 2023,closed,https://product-thon-2023.devpost.com/,0 days left,41,False,CISSA,"Sep 08, 2023","Sep 10, 2023",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
18782,MC Gets Visual,closed,https://mc-gets-visual.devpost.com/,0 days left,41,False,Micro Club,"Jul 28, 2023","Jul 30, 2023",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16048,INFINITE #0 (Genesis),upcoming,https://infinite.devpost.com/,8 days left,41,False,"DXdao, Brink, HOPRnet, ...","Oct 08, 2023","Oct 09, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15190,hackMISSO Spring 2022,closed,https://hackmisso-s22.devpost.com/,0 days left,41,False,MISSO,"Apr 08, 2023","Apr 10, 2023",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12366,HackBI V,closed,https://hack-bi-v.devpost.com/,0 days left,41,False,Bishop Ireton High School,"Jan 22, 2023","Jan 23, 2023",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9182,ENCODED,closed,https://iiitbhhackathon.devpost.com/,0 days left,16,False,,"Feb 03, 2023","Feb 07, 2023",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9180,Language Hackathon 2020 - RevHack,closed,https://language-hackathon.devpost.com/,0 days left,16,False,,"Jan 14, 2023","Jan 15, 2023",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8792,Hack/ED,upcoming,https://bostonhack-ed.devpost.com/,19 days left,16,False,,"Oct 19, 2023","Oct 20, 2023",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8416,Diversity.Hack,closed,https://diversityhack.devpost.com/,0 days left,16,False,,"Aug 16, 2023","Sep 05, 2023",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19029,Prompt Engineering Hackathon for Humanities,upcoming,https://asu-humanities-hax.devpost.com/,12 days left,40,False,Enterprise Technology,"Oct 02, 2023","Oct 13, 2023",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19102,life --upgrade,upcoming,https://lifeupgrade.devpost.com/,91 days left,40,False,Altimeter,"Oct 01, 2023",,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18581,TaroHacks,closed,https://tarohacks2023.devpost.com/,0 days left,40,False,Team Taro,"Sep 30, 2023","Oct 01, 2023",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18981,Samsung Next: Generative AI Mobile Experiences,closed,https://mobile-first-generative-ai.devpost.com/,0 days left,40,False,Samsung Next,"Sep 22, 2023","Sep 23, 2023",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18890,FUN HACKATHON WEEKEND: Make the world a better place (Hacker Dojo),closed,https://fun-hackathon-weekend.devpost.com/,0 days left,40,False,Hacker Dojo,"Aug 25, 2023","Aug 27, 2023",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18625,GDG Algiers Game Jam,closed,https://gdg-algiers-game-jam.devpost.com/,0 days left,40,False,GDG Algiers,"Jul 09, 2023","Jul 10, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
